Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count
043-474-850-921-290,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Posner; Paul Hirsch; null Loewe; null Huebschmann; null Tobler; null Christeller; H. Hirschfeld; null Rosenow; null Holthuskn; null Frik; null Ulrici; null Herzfeld; null Eisner; null Hayward; null Weigert; null Hellwig; A. W. Fischer; null Eckstein; null Valentin; null Adler; null Griesbach; null Freudenberg; null Jaffé; null Meyer; null Steiner; null Loewy-Hattendorf; null Lewy; null Mendel; null Jahnel; null Birnbaum; null Forster,,1,52,2586,2594,,,,,,,http://dx.doi.org/10.1007/bf01724598,,10.1007/bf01724598,,,0,,0
043-887-349-996-921,"Knochen, Gelenke, Muskeln",,1941,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,Germany,null Gerards; null Sandera; Erich Lorenz; null Knorre; null Ruge; null Tobler; Arthur Hintze,,52,S2,102,105,,,,,,,http://dx.doi.org/10.1007/bf01620503,,10.1007/bf01620503,,,0,,0
043-941-634-160-546,World population in a grid of spherical quadrilaterals.,,1997,journal article,International journal of population geography : IJPG,10773495; 10991220,John Wiley and Sons Inc.,United States,Waldo R. Tobler; Uwe Deichmann; Jon Gottsegen; Kelly Maloy,"We report on a project that converted subnational population data to a raster of cells on the earth. We note that studies using satellites as collection devices yield results indexed by latitude and longitude. Thus it makes sense to assemble the terrestrial arrangement of people in a compatible manner. This alternative is explored here, using latitude/longitude quadrilaterals as bins for population information. This format also has considerable advantages for analytical studies. Ways of achieving the objective include, among others, simple centroid sorts, interpolation, or gridding of polygons. The results to date of putting world boundary coordinates together with estimates of the number of people are described. The estimated 1994 population of 219 countries, subdivided into 19,032 polygons, has been assigned to over six million five minute by five minute quadrilaterals covering the world. These results are available over the Internet. The grid extends from latitude 57°S to 72°N, and covers 360° of longitude. Just under 31% of the (1548 by 4320) grid cells are populated. The number of people in these countries is estimated to be 5.6 billion, spread over 132 million km 2 of land. Extensions needed",3,3,203,225,Latitude; Geographic coordinate system; Centroid; Demography; Population size; Raster graphics; Grid; Longitude; Population; Mathematics; Cartography,Data Collection; Data Reporting; Data Sources; Demographic Factors; Geographic Factors; Geography; Human Geography; Maps; Population; Population Density; Population Dynamics; Population Size; Research Methodology; Social Sciences; Spatial Distribution; World,Data Collection; Demography; Geography; Maps as Topic; Population; Population Density; Population Dynamics; Research; Research Design; Social Sciences,,,https://www.ncbi.nlm.nih.gov/pubmed/12348289 https://www.geog.ucsb.edu/~kclarke/G232/tobler_1997.pdf https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1099-1220(199709)3:3%3C203::AID-IJPG68%3E3.0.CO;2-C,http://dx.doi.org/10.1002/(sici)1099-1220(199709)3:3<203::aid-ijpg68>3.0.co;2-c,12348289,10.1002/(sici)1099-1220(199709)3:3<203::aid-ijpg68>3.0.co;2-c,2013787966,,0,000-797-134-019-358; 003-640-244-308-971; 005-802-927-727-886; 007-653-705-367-922; 010-422-154-132-835; 011-357-135-708-753; 012-388-703-885-693; 013-407-151-308-640; 021-967-348-632-781; 028-192-245-065-845; 028-705-529-510-163; 031-036-025-736-292; 033-296-063-724-827; 034-595-438-958-408; 044-777-575-023-027; 049-775-076-652-42X; 056-193-317-681-736; 066-777-275-334-243; 081-673-402-045-602; 085-168-379-705-825; 093-056-506-582-615; 104-946-602-813-585; 106-442-190-480-844; 135-232-081-435-987; 141-068-652-296-331; 154-958-205-718-252; 159-096-514-056-331; 161-504-786-465-421; 181-461-854-255-759,120
045-040-122-265-509,PERFORMANCE SIMULATION OF VEHICLES EQUIPPED WITH TRACTION DRIVE CVTS,,2005,,,,,,null Zhang; null Xianjie; null William; null Tobler; null Yi; null Zou; null Zhanjiang,"A computer model for the performance simulation of vehicles equipped with traction drive continuously variable transmission (CVT) is presented. The model integrates the traction drive CVT subsystem into an existing overall vehicle system. The characteristics of engine output torque are formulated using neural networks, and torque converter is modeled using lookup tables. Component inputs and outputs are coupled in the dynamic equations and interfaces in the powertrain system. The model simulation can provide evaluation of vehicle performance in drivability, fuel economy and emission levels for various drive ranges prior to the prototyping of the vehicle. As a design tool, the model assists engineers in understanding the effect of powertrain components on vehicle performance and making decisions in the selection of key design parameters. The model is implemented in the MATLAB/Simulink environment. The performance simulation of a test vehicle is included as a numerical example to illustrate the effectiveness of the model.",18,3,405,410,Lookup table; Torque; Automotive engineering; Continuously variable transmission; Design tool; MATLAB; Torque converter; Computer science; Component (UML); Powertrain,,,,,http://www.cqvip.com/QK/85891X/200503/20252069.html,http://www.cqvip.com/QK/85891X/200503/20252069.html,,,3150663754,,0,,0
046-159-213-079-749,Einzelreferate und Buchbesprechungen,,1930,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Koenigsfeld; null Goldscheider; null Oppenheimer; null Grassheim; null Salinger; null Holthusen; Buschke Sen; null Herzfeld; null Lewy; null Eckstein; null Weigert; null Schmitz; null Edens; null Usadel; W. Fischer; null Zinn; null Deusch; null Oberniedermayr; null Buschke; null Kraas; null Becker; null Kaufmann; C. v. Noorden; null Gottschalk; L. Lichtwitz; null Jonas; null Versé; null Bonfils; null Schinz; null Dietrich; null Tobler; null Finkenrath; Erich Langer,,9,37,1738,1745,,,,,,,http://dx.doi.org/10.1007/bf01724104,,10.1007/bf01724104,,,0,,0
046-342-353-558-448,THE POLAR CASE OF HAMMER'S PROJECTION,,1962,journal article,The Professional Geographer,00330124; 14679272,Informa UK Limited,United Kingdom,Waldo R. Tobler,,14,2,20,22,Hammer projection; Physics; Hammer; Projection (set theory); Polar; Classical mechanics,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.0033-0124.1962.142_20.x/pdf http://www.tandfonline.com/doi/abs/10.1111/j.0033-0124.1962.142_20.x,http://dx.doi.org/10.1111/j.0033-0124.1962.142_20.x,,10.1111/j.0033-0124.1962.142_20.x,2078629608,,0,040-989-062-155-461; 044-223-715-830-37X; 046-354-644-359-578; 191-538-279-964-537,14
048-349-248-441-39X,Chest development and respiration in early childhood with a contribution to the diagnosis and pathogenesis of interstitial plasma-cellular pneumonia.,1945-10-04,1945,journal article,Praxis,03698394,De la Salle University,Philippines,W Tobler,,34,,563,567,Pathology; Respiration; Early childhood; Pneumonia; Pathogenesis; Medicine,PNEUMONIA/etiology and pathogenesis; RESPIRATION/physiology; THORAX/development,Cell Respiration; Humans; Pneumonia/etiology; Respiration/physiology; Thorax/growth & development,,,https://www.ncbi.nlm.nih.gov/pubmed/21010232,https://www.ncbi.nlm.nih.gov/pubmed/21010232,21010232,,3089682286,,0,,0
049-461-230-724-734,Zur Bestimmung und Trennung des Zinkes,,1878,journal article,Fresenius' Zeitschrift für analytische Chemie,00161152; 16182642; 16182650,Springer Science and Business Media LLC,Germany,null Thum; F. Laur; null Tobler; null Fraatz; W. Hampe,,17,1,354,364,Environmental chemistry; Analytical Chemistry (journal); Engineering,,,,,https://link.springer.com/article/10.1007%2FBF01381482,http://dx.doi.org/10.1007/bf01381482,,10.1007/bf01381482,1990035179,,0,131-764-399-598-091,0
051-258-120-837-138,Computation of the correspondence of geographical patterns,,1965,journal article,Papers of the Regional Science Association,10568190; 14355957,Springer Science and Business Media LLC,,Waldo R. Tobler,Peer Reviewedhttp://deepblue.lib.umich.edu/bitstream/2027.42/45970/1/10110_2005_Article_BF01947869.pd,15,1,131,139,,,,,,http://dx.doi.org/10.1007/BF01947869,http://dx.doi.org/10.1007/bf01947869,,10.1007/bf01947869,,,0,032-020-321-331-601; 037-639-167-983-935; 042-588-491-721-543; 060-488-151-080-131; 085-337-341-128-641; 106-675-594-799-103; 112-921-927-446-604,63
051-867-402-590-827,Isopleth Mapping Using Histosplines,2010-09-03,2010,journal article,Geographical Analysis,00167363; 15384632,Wiley,United States,Waldo R. Tobler; J. Lau,,10,3,273,279,Computer science,,,,,https://www.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1978.tb00656.x http://onlinelibrary.wiley.com/doi/10.1111/j.1538-4632.1978.tb00656.x/abstract,http://dx.doi.org/10.1111/j.1538-4632.1978.tb00656.x,,10.1111/j.1538-4632.1978.tb00656.x,2025778699,,0,048-430-890-964-567; 061-815-968-671-659; 077-155-601-746-108; 081-628-751-964-022; 081-673-402-045-602; 082-139-775-650-465; 119-292-165-177-22X; 128-162-804-458-29X; 147-812-229-613-601,4
052-647-244-969-20X,Local Map Projections,,1974,journal article,The American Cartographer,00941689,Informa UK Limited,United States,Waldo R. Tobler,"A computationally simple map projection is derived and is shown to have a correspondingly direct inverse, a single empirical parameter, and modest distortional properties. This is especially appropriate for rapidly and inexpensively displaying geographical data on an electronic tube under computer control, assuming that any computation is to be done using spheroidal formulae but that the computer is to recognize positions pointed at electronically.",1,1,51,62,Algorithm; Inverse; Geometry; Simple map; Local map; Computer control; Mathematics; Computation; Projection (mathematics),,,,,https://www.tandfonline.com/doi/full/10.1559/152304074784107827,http://dx.doi.org/10.1559/152304074784107827,,10.1559/152304074784107827,2028024274,,0,086-651-352-422-039; 196-301-596-455-636,29
052-678-470-573-459,"ACUTE, FOCALLY DISSEMINATE, NONPURULENT (LYMPHOCYTIC), TOXIC-INFECTIOUS, EPIDEMIC POLIOENCEPHALOMYELITIS",,1921,journal article,The Journal of Nervous and Mental Disease,00223018; 1539736x,Ovid Technologies (Wolters Kluwer Health),United States,null Tobler,,54,3,258,,Virology; Medicine,,,,,http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00005053-192109000-00031,http://dx.doi.org/10.1097/00005053-192109000-00031,,10.1097/00005053-192109000-00031,2329266863,,0,,0
052-900-042-632-357,COMBINATORIAL PROCEDURES FOR THE ANALYSIS OF ALTERANTE MODELS: AN EXAMPLE FROM INTERREGIONAL MIGRATION,2005-01-14,2005,journal article,Papers in Regional Science,10568190; 14355957,Wiley,United States,Nathan Gale; Lawrence Hubert; Waldo R. Tobler; Reginald G. Golledge,"In this paper we present a methodology for comparing the adequacy of two or more models in terms of how well they represent a given data set. A set of interregional migration models is tested, including several variations of push-pull models, Wilson's entropy maximizing model, a quadratic programming solution, and and ANOVA model. Testing is undertaken using a heuristic procedure based on a pair by pair comparison of models to see which one best represents migration flows as estimated by the Census Bureau. The results of the pairwise testing are presented visually in a “matrix map” which allows us to illustrate the degree to which a perfect ordering of the comparison indices exists, and the degree to which individual models cluster together.",53,1,105,115,Algorithm; Mathematical optimization; Heuristic procedure; Mathematics; All-pairs testing; Entropy (information theory); Quadratic programming,,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1435-5597.1983.tb00806.x https://link.springer.com/content/pdf/10.1007/BF01939921.pdf http://onlinelibrary.wiley.com/doi/10.1111/j.1435-5597.1983.tb00806.x/abstract https://link.springer.com/article/10.1007/BF01939921 https://rsaiconnect.onlinelibrary.wiley.com/doi/abs/10.1111/j.1435-5597.1983.tb00806.x,http://dx.doi.org/10.1111/j.1435-5597.1983.tb00806.x,,10.1111/j.1435-5597.1983.tb00806.x,2166158234,,0,008-122-966-974-249; 013-407-151-308-640; 015-461-601-967-871; 016-316-099-759-932; 018-681-844-326-634; 022-451-788-563-766; 023-625-988-749-50X; 027-451-599-883-578; 032-596-308-625-738; 038-691-697-970-538; 052-842-597-695-324; 066-469-032-022-750; 073-941-283-869-155; 079-031-970-600-137; 095-305-359-631-786; 099-278-456-532-901; 105-441-855-867-891; 107-401-200-001-188; 115-256-290-825-974; 124-313-065-881-19X; 181-851-851-638-002; 194-859-575-207-30X,1
053-501-688-854-74X,Ratio control of traction drive continuously variable transmissions,,2000,conference proceedings article,Proceedings of the 2000 American Control Conference. ACC (IEEE Cat. No.00CH36334),,IEEE,,Z. Zou; Y. Zhang; X. Zhang; W. Tobler,Presents a control strategy for traction drive continuously variable transmissions (CVT) ratio control. The control system uses feedback on both the roller tilt angle and roller axial movement to obtain quick ratio response and stability. A Matlab/Simulink model is developed to implement the formulation on the CVT plant and the control system. Simulation results obtained by the model on CVT ratio and torque responses are also included in the paper.,3,,1525,1529,Engineering; Torque; Control system; Variable (computer science); Control (management); Tilt (optics); MATLAB; Stability (probability); Control theory; Transfer function,,,,,https://ieeexplore.ieee.org/document/879454 http://ieeexplore.ieee.org/document/879454/,http://dx.doi.org/10.1109/acc.2000.879454,,10.1109/acc.2000.879454,2168341716,,0,009-032-971-813-72X; 010-969-344-459-23X; 024-447-596-754-972; 033-626-819-936-686; 054-512-419-777-029; 061-401-582-827-411; 070-470-928-350-346; 093-461-136-741-998,10
